star,Verfied_Audience_Comment,label
5.0,"parking for the facility was a bit confusing, however parking staff were readily available to provide clarity. excellent movie, great graphics, and great storyline. staff inside the theatre were welcoming and well informed. we were disappointed that the seats didnt recline. overall, a great experience for my twins first 3d movie. thank you everyone!",1
3.5,the special effects were great. what this movie suffered from was a badly written script with overused dialogues from 20 years ago and the movies length.,0
3.5,"spectacular special effects and almost constant insistent brassy music essentially upstage everything else. in this particular theater, there was a full halfhour of previews in which the sound was stoked way way up. painful. considering there were no more than 30 people in a 500 seat theater, it was simply inconsiderate to have the sound cranked up that high. the war scenes were almost interminable. it my estimation, they were too much. i did like much of the film, but much of my time in the theater was spent admiring the special effects and wondering how they were achieved, rather than being compelled by things like theme, plot and character.",0
5.0,beautiful and breathtaking almost as beautiful as the original avatar,1
5.0,especial efects thas exelents,1
2.5,sadly one of the better phase 4 movies..,-1
4.0,a good look at the mcu multiverse what else can we say but enjoy the reveals and plot devices that drive the mcu?,1
1.0,i knocked out missed half the movie didnt get my attention ,-1
5.0,"great  , sam raimi added atmosphere to this marvel movie!",1
3.0,a bit of a mess but enjoyable.,0
3.0,it was an okay movie.,0
0.5,"ridiculous movie that ruined a well developed character by devolving him to his worst self and showing that he was evil in nearly all universes. story was insultingly bad, unlikable characters with no redeeming qualities.",-1
3.0,seemed a bit boring compared to the others. cast didnt seem to bring the same energy as other marvel or even doctor strange titles,0
3.0,decent action film that wastes its universe traveling concept.,0
4.0,a good installment to the mcu. lots to try to keep track of but bright things together well.,1
2.0,i really didnt buy into wanda being a villain even after seeing wandavision.,-1
5.0,one of my favorite marvel movies!!!,1
3.0,"the movie was confusing, so much happening at once, nearly fell asleep. that said, it was still entertaining",0
3.5,i didnt like how they made wonda the bad guy.,0
4.0,doctor strange rocks! this movie started off with action and didnt disappoint. seeing wanda embrace the villain role was amazing! it was a great addition to phase 4,1
5.0,love dr. strange! im extremely bias,1
2.0,"entertaining in some aspects, but mostly a huge mess of a movie.",-1
3.5,"good movie, though elizabeth olson could stand to take some acting lessons and work on her attempt at an accent. her performances in the mcu make me roll my eyes. regardless, sam raimis directing saves this film in the long run.",0
2.5,elizabeth olsen was amazing. thats about it.,-1
1.5,a concept i enjoyed but a delivery i felt was very basic.,-1
4.0,loved the zombie scene. didnt really like the cgi,1
2.0,"was definitely something to look at for two hours. stakes were established and entirely forgotten about by the end of the movie. there was a whole lot of gratuitous gore, which never amounted to anything other than shock value and was also forgotten about by the end. america was more of a cardboard cutout than a character. wandas corruption arc happened entirely offscreen which was definitely a choice to make. of all the movies this is one of them. it was a terrible decision to release this right after everything everywhere all at once.",-1
4.5,"i love marvel, and doctor strange in the multiverse of madness is one of my favorite marvel movies of all times. regardless, my biggest complaint is that america c.s character was very weak, annoying, and somewhat cringe.",1
4.0,"this will probably be the last good marvel movie. better than i expected, but to many things spoiled before it came out. my original review didnt go through, so just make it short and sweet... definitely not looking forward to any other marvel movies or series after thor and guardians 3...",1
0.5,the smartest man in the universe spilt apart like a shredder. enough said.,-1
1.0,"another meh msheu movie. musical fight was the cringiest thing ever, ending was dumb too. whole plot just begs the question constantly why?",-1
2.0,disappointing didnt love up the hype and expectation,-1
2.0,marvel has become a spectacle devoid of core stories. too many elements and too short time to explore the characters made this movie a soulless adventure and became boring pretty quickly. every other movie these days have dazzling vfx. it has lost its appeal from the avengers days. marvel should invest heavily in stories instead.,-1
4.0,"if you didnt have the chance to see it in theaters i would suggest watching it at home. while it may not be the strongest installment in the doctor strange saga it does draw nostalgia from the multiple appearances of fan favorites including honoring a casting that most marvel fans have been yearning to see. elizabeth killed it in this film, and while i did enjoy every scene she was in, this felt more like a scarlet witch film than it did a strange film. but i must say, with its lows it has highs. and i would deff watch again!",1
4.0,"there could have been a little bit more madness to this multiverse but sam raimis direction makes this a unique and thrilling addition to the mcu. with great visual effects and excellent performances, doctor strange in the multiverse of madness is an outstanding cinematic experience.",1
5.0,"this is like the 5th time that i watch the movie but the first one in a proper cinema, its an excellent movie, even theres few things that could be better, anyways its one of my favorite movies ever. the excellence of the elizabeth olsen acting is on a whole new level. its 9.210 just because of her!",1
3.5,"if was a good marvel movie. special effects aside, the story picks up where wandavision, loki, what if?, and spiderman no way home left off. the multiverse is vast with many, many, many versions of everyone, except for one unique teenager who is introduced in this movie. she is the basis of this movie and her interactions with strange is what carries this show as well as the convictions of wanda. theres fan service teasing what could be with a world being run by a group of superpowered individuals calling themselves the illuminati. again, watching the aforementioned shows on disney, will help to build a good foundation of what you can expect in watching this second installment of doctor strange.",0
5.0,fantastic wild ride of a storyline,1
5.0,"if you are a fan of sam raimi and marvel, this movie is a love letter to you. it has all the raimiisms sprinkled throughout and only intensified my love for wanda. love love loved this.",1
5.0,another great marvel movie.,1
5.0,"awesome movie, would definitely go see it again.",1
2.0,"very cheesy at many points in the movie, making it highly unenjoyable. didnt like the point where the viewer needs to have seen the show in order to fully comprehend the back story, and many plot points made no sense and hurt the viewing experience.",-1
4.0,very good. convoluted storyline but thats why we like them.,1
5.0,"different but enjoyable. was not quite the same feel as previous films, but i could get past it. a little more violent than some other msu films.",1
5.0,great action and suspense,1
3.0,"the concept was interesting, but the execution i feel was lacking a bit. the dialoguescript was a bit corny at times as well. still, it was entertaining.",0
4.0,"its dr. strange, it is going to be weird! it could have been much better though. the story line was very interesting as it went off in a direction i was not expecting with the multiverse. a comic book expert had to fill me in. go see for yourself!",1
3.5,"it was a good movie, but it certainly had some missed opportunities, what really was my only meh about the movie was not involving a more fulfilling back story with the characters that are in the movie.",0
5.0,it was awesome loved the movie.,1
5.0,wonderful movie! well thought out movie!,1
5.0,it was great but if you get scared a lot then i would not recommend this to you.,1
5.0,great film! loved how it tied into the what if? series. acting was wonderful and the movie kept me engaged the entire time.,1
5.0,one of the best looking mcu movies to date.,1
1.0,this movie had a lot of graphics and was jam packed with adventure it was too long ai think much of this plot couldve been done and over in 1.5 hours and the alternative lifestyle didnt exactly meet likings,-1
5.0,it was a great and mind blowing movie,1
5.0,truly one of the best movies of the mcu yet.,1
4.0,"bit disappointed that there was no connection to spiderman, also really dark.",1
4.5,it was very intense movie very different than the rest i took my 9yo brother and he was a bit scared not going to lie i was to it was creepy but cool didnt expect it.,1
4.0,i liked the mental agility to keep up and the special effects. over all good movie.,1
5.0,great special effects  story line.,1
5.0,"starts off with an exciting sequence! it took me a while to figure out who some of the marvel characters were, but thats my problem. i miss the stan lee cameos. entertaining, and be sure to sit through the end credits.",1
4.0,not much of a story line. writers must have been on acid.,1
5.0,so awesome excellent movie,1
4.0,this movie is bananas. watch it. just watch it.,1
5.0,movie is entertaining will recommend to ff!! im a comic fan  for once nailed the main character,1
3.5,liked the hero cameos for the illuminati. the end credit scene was extremely disappointing,0
3.5,"from the marvel cinematic universe, comes its 28th feature within its film series, doctor strange in the multiverse of madness. this film has the heartstring of fresh new life from a well established director of superhero flicks, sam raimi. the direction he brings come in the form of a strong cinematic look to contrast from the grayish cinematography from previous entries. horror elements may be lacking in shock, but leaves potential with appearance and effect to raise the stakes. most of action is competent when the visual effects are showcased with every other characters power ability. the film does however lets down its audience members expectations of meeting new heroes in the franchise with quick ease. though, the horror intensifies with each downfall presenting a threatening presence. seeing the second entry in doctor stranges storyline will be a blast of some eeriness and wonder.",0
3.0,a little to heterophobic. ratings need to start including how perverted the sun plots are!,0
5.0,dr strange is the most interesting marvel character for me right now didnt hit like the usual at all,1
5.0,lots of action from beginning to end worth going to see. when the movie is over dont leave there is more before the credits,1
4.0,another success in this franchise.,1
1.5,"storyline was confusing af with little to no character development. the villain was a mother who destroyed entire universes so she could stay with her madeup kids? i mean wtf?? despite the horrific lack of a cohesive script, the acting by benedict, rachel and elizabeth was off the charts and a site to behold as they delivered against an unfathomably confusing script.",-1
5.0,fabulous movie! cant wait for 3!,1
5.0,so many amazing parts on the edge of my seat! loved this movie!,1
2.0,felt like i was watching a bollywood movie from the 80s with salman khan in it. all this cuz a woman wanted kids? she just couldnt have gotten laid in her universe? and then at the end strange turns into a white walker from got! couldnt tell if i was watching a superhero movie or a horror flick.,-1
3.0,it was decent but was expecting more,0
1.0,"for it being that long, i didnt find it interesting enough to keep me intrigued. not at all.",-1
2.5,honestly it was okay. over the last 14 years ive been drawn to the marvel movies because of how entertaining they are as well as the amazing quality of the movies it seems like after wandavision came out they havent been up to their normal quality. the editing has been really cheesy and not as great and it just hasnt been up to par. i still think an okay marvel movie is better than most good movies but i was still disappointed in this movie. the lead actress had a disney channel style of acting if that makes sense. it was okay. i think overall i would give it 4.5 out of 10. it was a fine movie but i would never actively seek it out.,-1
4.5,the kids loved it too.,1
3.0,a little too strange,0
1.0,"way too dark and too much sorcery, just not for us.",-1
3.0,it was ok. kinda darker than expected. storyline was a lot about wanda wanda vision,0
4.5,"awesome visual effects, great story line.",1
4.5,great movie but i liked the first movie better,1
0.5,theyve run out of ideas. this movie was terrible and not worth the money spent.,-1
5.0,the fact that was more an scary movie than an action movie,1
4.0,this was a fantastic movie to watch. i gave it four stars just because there was so much death. i took my nine year old. it kinda freaked him out. but as kids are so desensitized he really liked it. i loved the delicious way the movie did the cinematography. make sure you go see it. you wont be disappointed. enjoy,1
4.5,"great action, surprising moments and more in depth moments regarding the main character!",1
2.0,not sure if covid messed with marvels mojo but this one really missed the mark.,-1
3.0,i am too old to enjoy marvel movies but my granddaughter liked it!,0
5.0,loved the twist that wanda was the bad guy. liked that the teenage girl represented diversity and she was likable.,1
5.0,this was a really fun movie to watch!!,1
5.0,good story line. kept me entertained. my one drawback is waiting for the double endings. takes too long to get through all credits,1
4.0,it was a very long movie. lots of plot potential that didnt get met. chavez was more of a plot hole rather than a character showing her powers,1
3.0,lost interest. although lots of action,0
5.0,we dont think cursing adds one thing to any dialogue as a matter of fact its distracting and unnecessary.,1
5.0,"love the cast, great special effects, had funny moments and edge of your seat moments.",1
5.0,loved this movie!!! fantastic movie!!!,1
5.0,like the movie. interesting how they tied all the universes together.,1
2.0,"excellent special effects, odd story, though.",-1
3.5,fun. kind of feels like marvel just decided there are no rules though.,0
5.0,i have never seen the movie with beautiful vibrant colors it was my fantastic movie and i would wanna watch it again sometimes but now i have to go back and watch doctor strange one,1
2.0,"to dark, to loud and to many different stories. hard to follow. great special effects.",-1
5.0,"good, 1010. recommended.",1
5.0,excellent story line. excellent cinematagraphy and the hang at the end was good. disliked them going woke with one of the main characters having two moms no dad,1
4.0,"aside from it going all over the daggone place, we enjoyed it.",1
3.5,good storyline and action throughout,0
1.5,this movie was a huge disappointment. the action was contrived and overdone. it had more to do with the crimson witch than doctor strange.,-1
2.5,"an interesting premise isnt fully realized in this film where the plot doesnt hold up to the logic test and the america chavez character is used as a contrivance throughout. there is some cool action, but its not enough. the horror elements are present but watered down by typical marvel quips and forced levity. worth a watch, but at home on disney eventually.",-1
5.0,i traveled a couple multiverses,1
4.0,"great action movie, even though its a bit confusing. ill be watching again for sure.",1
5.0,great story line . if you follow each character carefully within movies and series youll understand the movie. characters kept anticipating my attention. its worth watching for two hours .,1
4.0,"it was great, just a little strange!!!",1
4.0,so much fun!!! looking forward to watching this epic play out!!!,1
5.0,movie had great storyline. great actors and actors lots of magic and drama..,1
5.0,"i really enjoyed the movie, which i felt was even better than the first dr strange. the cinematography was exceptional! it was action packed to the end!",1
0.5,"fell asleep, ending was pretty good tho.",-1
5.0,another incredible marvel adventure!!,1
4.0,"im not huge into the marvel universe so based on the previews for this movie i was worried i wouldnt have a clue what was going on because it looked way wild and out there. they did a great job with it, i was never lost and things were explained well in the movie.",1
4.5,visually phenomenal wish it was in 3d great story for the marvel mcu. no downtime or slow parts. plenty of surprises.,1
3.0,good special effects but poor story,0
4.0,a little slow moving at times but i super enjoyed seeing a sam raimi version of mcu.,1
0.5,to confusing not into dr. strange,-1
4.5,i like the action packed all through the movie...,1
3.0,"mid. kind of a weak storyline, agenda filled movie pushing things down your throat woke propaganda. id watch it just the once, but thats about it. that aside, elizabeth olsen carried.",0
5.0,always moving. you feel for the villain as much as you do its heroes.,1
4.5,very entertaining with a lot of humor!,1
0.5,honestly one of the worst marvel movies of all time. really liked the first doctor strange. this one is about wanda wanting kids. thats it. thats the plot. angry woman mad she doesnt have kids.,-1
5.0,this movie kept my attention and had great scenery and transitions. i could follow the storyline.,1
5.0,totally awesome. cant wait for the continuation. enjoyed every bit of it.,1
4.0,the special effects were cool.,1
5.0,my husband and i enjoyed the movie. fathers date movie date,1
5.0,"just plain fun  exciting, funny, extreme,  just plain fun",1
5.0,i lived everything about the movie,1
5.0,my family and i enjoyed this movie so much. dr. strange is one of our favorite marvel characters. we also liked his previous supporting characters and the new ones as well. the plot and special effects kept us entertained the whole time.,1
5.0,"the special effects were out of this world and use of music near the end tripped me out. i loved this movie, saw it twice already.",1
5.0,on the edge from start to finish. great fx!,1
4.5,"the dialog was a bit stagnant at times, but was overall fantastic!",1
1.0,"this new raimi director sucks. he has ruined our tradition of marvel movies. gory, horror, dark, demon references, my girls do not want to watch another marvel movie to say the least. as it has been since 2008 me and my daughters have been watching them all. this one left a very bad feeling after walking out of the movie.",-1
4.0,"confused to as which universe this took place, but a great movie",1
2.0,"this was a sludgy movie  choppy, slow and disjointed. the character of america sanchez was poorly written out, i had very little empathy for her. this movie felt like a part two of wandavision and started off strong with scarlet witchs story but fell to the wayside when the storyline veered off into stranges own emotional battle. poorly written for a couple of great actors cumberbatch and olsen.",-1
5.0,loved everything about this! absolutely amazing,1
0.5,"it rates as the worst movie ive ever seen, just nonstop violence and killing without a real plot or character development. i fell asleep, it was so bad and the madness simply moved from portal to portal. if its a multiverse, the least the writers could do is make it an interesting contrast of character, plot, and suspense. with such gratuitous violence, its no wonder our world is evolving into a multiverse of madness. the only problem is we cant run through a portal and suddenly find ourselves unscathed.",-1
4.0,it was a fun movie with lots of great special effects definitely keeping with the doctor strange genre i would recommend it to anyone that likes the marvel universe seeing it on the big screen made it even that much more of a fun experience!,1
4.0,movie was entertaining from start to finish.,1
5.0,"im a fan of the series and i loved this addition! it was very engaging and suspenseful. there were great action scenes, an amazing storyline, and seeing the familiar faces of the characters ive come to love made it all come together.",1
5.0,nice to see marvel can still do a dark themed movie ... slight horror vibes was pretty impressed with it.,1
5.0,absolutely incredible movie!! entertaining from beginning to end!,1
4.0,"plenty of action. a few good surprises, i dont want to spoil it for anyone. great cast",1
3.5,overall it was a good movie,0
5.0,great movie. action packed. will not be disappointed,1
3.0,"the mcu is going downhill. this doctor strange movie is another example of how marvel is losing its ability to create captivating story lines, reaching for something interesting, creating compelling villains for the heroes individual movies, succumbing to disneys wokeness and not realizing that they a history of amazing characters other 5060 plus years that they continuously overlook. the are creating newer heroes that frankly have no compelling draw and are just there to somehow awaken us to the social injustice their parent company perpetuates and makes extremely obvious in their attempt. and with that, they have removed the ferocious, manly nature of many of their heroes and just made them vacuous and uninspiring thor, hulk for example. i wanted to like this movie, especially due to the character scarlet witch, which is a character that marvel has not oversimplified. but instead of creating an adequate villain, marvel uncreatively takes a known hero and and turns them malevolent. this movie ranks up there with the later tom holland spiderman movies... pure prosaicness. im sure the upcoming thor movie will be no different. thor, the asguardian stand up comedian starring disney woke agenda, playing themself.",0
5.0,we really enjoyed this movie. it was a great addition to the marvel franchise and i look forward to seeing what comes next.,1
5.0,very good special effects.,1
2.0,the auditorium was almost 80 degrees. very uncomfortable. couldnt enjoy the movie,-1
4.0,i wish there was more but overall it was great marvel movie,1
5.0,very good storyline. kept me interested for the entire movie.,1
2.5,poor story line. very disappointing and i really like the dr. strange character.,-1
2.0,"too complex of an idea, they didnt understand it enough to execute well.",-1
5.0,the recliner chairs were comfortable,1
5.0,"very good movie! had some horror elements, so if youre sensitive to zombies or jump scares, you may not like parts of it. but its a very good plot, and i like how its a continuation of wandas sorry arc from wanna vision, so its helpful if you saw that. also helpful if you saw marvels what if",1
5.0,i loved it all. no it wasnt rushed but you will be lost if you dont keep up with the mcu,1
5.0,loved this movie even though there was some very funny parts loved it!,1
4.5,"great movie, awesome story!",1
3.5,its alittle confusing at times and im not really sure how it fits into the rest!,0
5.0,"loved the movie, seriously 1010, heads up if you have little ones it can get a bit scary.",1
5.0,it was exciting certainly not boring and made for the big screen. finally a hispanic kid. good to see that representation.,1
3.5,"it was decent. of course, not on the level of spiderman and not so much character development but i was entertained. spoiler alert im glad i watched wandavision so scarlet witch was no surprise.",0
5.0,i knew wanda was dangerous from wandavision but this made me love her even moreee ! great movie !,1
4.0,"great movie, but the final is not what i expected.",1
4.0,it was good but one of my least favorite marvel movies. dr. strange always adds extra spice to a story line but felt the story moved a little slower than an average.,1
4.5,"although different from your normal marvel movie, i absolutely loved it. it was like marvel meets light horror.",1
4.0,it was good but confusing at times and seemed to be more about wanda than dr strange,1
5.0,glad to see marvel got back to its core after the eternals  five rings movies. dr strange is a core avenger and glad the movie was able to carry the mantle,1
5.0,i liked it even though it was dark. the ending was unexpected.,1
0.5,like a b movie. no story. ridiculous. you screwed up my favorite character. this is in green lantern territory.,-1
3.0,"thought it would have more visual rlem scenes. was more plot line, then action.",0
5.0,really good movie ,1
4.5,"theres a terrific scene that was simply musical, but not. loved it!",1
5.0,really enjoyed the movie,1
5.0,excellent marvel movie which has you on the edge of your seat and hits you with surprising scenes you would not expect in a marvel movie. terrifying in its own right and dramatic. definitely worth its weight in gold.,1
5.0,"2nd time watching this movie in theaters, cant wait for it to come out on disney to try and find more easter eggs. a must watch.",1
5.0,great story following doctor strange into the multiverse. visually stunning graphics bring the story to life on the big screen.,1
5.0,liked everything about it hope that make a sequel,1
0.5,"mcu please dont try to do horror. you are funny, not dark. if i want to see dark, id go see a dc movie. it wasnt even really about doctor strange.",-1
5.0,so. much. fun!!!!! great movie. great escape. cant wait to see it again,1
5.0,for fans of mcu absolutely its a must see. loved it!,1
5.0,"great effects, plot line, and acting.",1
5.0,awesome! love the bits of humor within the suspense.,1
4.0,"good plot, great action. i just didnt like the fact that the group was called the illuminate... ",1
4.0,"being a marvel diehard fan since i was a young girl im 69 who bought the comic books  watched all the marvel movies, ive been let down by all the spin offs since infinity end game with exceptionfalcon  winter soldier.",1
4.0,"it is good and the visuals are fantastic, but it didnt really bring anything new to the table.",1
5.0,i love dr. strange!!! this movie did not disappoint me in any way.,1
4.5,love the movie so much excitement and special affects to the max,1
4.0,"it was sort of twisty and for another, it may have been kind of hard to follow especially if you havent seen the whole marvel catalog. i enjoyed it. i havent really been doing movies since covid so it was a nice escape. seems like summer blockbusters are back so excited to get out and participate.",1
5.0,excellent movie and she was a beast and i loved all the new heroes!!!!!,1
3.0,weird ass scary ass movie,0
3.0,im not a marvel fan. my husband is,0
5.0,more like a horror move but loved it nonetheless!,1
5.0,held me from beginning to end. i could not guess what what happen next totally suspenseful,1
5.0,best movie in the marvel series  me and my boyfriend cant wait for the next dr strange,1
5.0,"awesome! so much going on but well done, exciting, easy to follow.",1
3.5,"storyline had a weak plot weighed too heavily on theatrics. however, i would recommend movie if you are a marvel fan.",0
3.0,"all in all it was good. however, to much seemed repetitive in the story. time wise it could have been paired down.",0
5.0,my granddaughter and best friend had a blast the movie it was awesome a must see for sure,1
4.0,"good action but drug on a bit. writing was kinda meh in several places. if you are a dyed in the wool mu fan, its worth it no matter what!",1
4.5,i liked seeing different versions of dr. strange with somewhat varied personalities.,1
4.0,solid movie  stunned that it was out for weeks and still had surprises. 2 hours well spent,1
5.0,it was amazing!!! sam raimi is an amazing director and this film proves that yet again. the cast was fabulous and the fantastic effects were remarkable. muat see!,1
5.0,great addition to marvel,1
5.0,the movie doctor strange was excellent we loved it and all the incredible details throughout the movie!!,1
2.0,boring. bad cast development. who cares about america chavez? what a lame character.,-1
5.0,"loved it. acting was top notch and it was such a sam raimi flick that it brought tears to my eyes. well done marvel, well done.",1
3.5,entertaining. great graphics.,0
5.0,make sure you watch wanda vision before you watch this movie. that being said this is probably the best marvel movie ive seen.,1
5.0,amazing digital effects!,1
4.5,loved it! another marval hit!!,1
2.0,it has the usual bombastic almost coninutoous blasts of power rays and floating people which by now i find incredibly boring. if you have seen on marvlel movie you have seen them all.,-1
5.0,"i liked it a lot better than the first dr strange. very good, a lot of great in jokes and one glaring missed opportunity for a heck of a joke, and a solid storyline.",1
3.0,"started alright with good potential for the storyline but turned a bit hokey and ridiculous near the end. too long i think the ridiculousness comes in when they try and add more than is really needed. otherwise, it was an ok movie. there are better marvel movies out there . . . but there are also worse.",0
2.5,"super disapointed in the movie. i was so excited about this movie. i love doctor strange and usually i just wait for movies to come out where i can stream them but this one i went to the theatres for. it was definitely below expectations and it pains me to only give it 3 stars. the story was a bit akward. i always feel like they try too hard to introduce a new character. i did love the idea of the multiverse and that some verses have doctor sthat know about it and some that dont. i do like some of the consistency. i think the fight between the two doctor strange characters was weird and the musical note thing made no sense. it felt like it was lacking something. i feel like they added a bunch of stuff into the movie and strayed away a little from the fact that this movie was about doctor strange and they spent way too much time focusing on the other two main characters. i could continue on but in reality, sadly, the movie was just a bit lackluster. sad to see. i am hoping that the next installment will be better.",-1
2.5,not a satisfying chapter in the multiverse saga,-1
3.5,slow in spots but got better. liked it more as it went on.,0
3.0,expected more with such a wait for it and all. barely 2 hours and what?,0
3.5,pretty legit. not made for kids though. i really enjoyed a new take into the marvel horror area!,0
4.5,totally enjoyed the 2nd installment of dr. strange. i believe it would have fantastic had it been in 3d!,1
3.5,"story development took a while, and requires a fair amount of inside knowledge from other shows, but the ending is solidly done",0
1.5,"very hard to watch. too many story lines to grasp . sorry, not the best marcel movie",-1
4.0,i love the special effects when they used the music notes,1
4.0,loved the ride. had some problems with the acting of the kid who played america chavez though. it was a fun watch!,1
3.5,"in terms of mcu movies, this lands somewhere towards the middle of the pack regarding a cohesive story. the plot itself is explained well enough, but the progression is pushed too quickly. the introduction of a new character allows for the ability to quickly move between universes, so in typical marvel fashion, they have to tease what each universe could bring in the future. it just seems as if marvel is beginning to stray away from a smoothly flowing plot in exchange for cameos and other easter egg appearances. overall, the cgi, cinematography, and acting were all well executed. i just felt that it needed an identity of its own without pushing the forced cameo agenda.",0
5.0,i thought it was an amazing movie and an exceptional movie experience! special effects were spectacular as with most marvel movies. i will certainly be adding this to my collection in the near future.,1
4.0,thought it was really good. exciting. a lot of surprises. was expecting a little more but wasnt disappointed!,1
4.5,"its obvious that marvel told sam raimi that he could go ham creatively and it really paid off. this was such a good movie, with a lot of interesting ideas that paid off really well. my only complaint is that sam got a little too self indulgent by with the second stinger, which was kind of annoying. otherwise, this is by far one of the best movies i have ever seen.",1
3.0,"not the best marvel film however, elizabeth olsen...stunning.",0
5.0,the main characters are females and not dr. strange. i was pleasantly surprised! i also did not personally see many previews of this movie so there were no spoilers to my enjoyment of the entire movie.,1
2.5,a good movie but to be honest a lot of it didnt make sense and just confused me in the end. after watching the movie i had to watch a video that explained everything that happened in the movie because i was confused throughout the film. it also just didnt seem right for wanda to be the villain. she played the part of the villain very well for what she was given but it just felt off since weve always seen her as a hero. it was a drastic drop in character from what seemed like a recovery story following wandavision.,-1
2.0,"zero plot after 13 into the movie. after that, all magic and stunts with no meaning other than to dazzle, apparently. worst marvel movie.",-1
4.0,it was a great movie..,1
4.5,the story was ok but the effects made it.,1
5.0,movie was so good 1010 cant wait for the next one,1
1.5,the story line was just so bad.,-1
5.0,action packed and full of mind blowing moments!,1
5.0,i liked everything!!! sam raimi really brought this to the next level.,1
3.5,"great effects, well paced and sometimes funny. a little more of a story line and better banter would have made this movie awesome",0
5.0,had me on the edge of my seat . cinematography was amazing,1
1.0,absolute cringe fest quote from doctor strange. youre going to have to do more than kill me to kill me this time,-1
3.0,the sets and effects were great  the script not so much. a lot didnt make sense. and the fight scenes seemed repetitious. it still kept my attention but wasnt one of the better marvel movies.,0
5.0,"it was funny, suspenseful, and sad..",1
0.5,"wanda was the ultimate karen demanding something that wasnt hers, destroying everything in her path until she got what she wanted. disgusting storyline. i wanted to see dr strange not wanda!",-1
4.0,"it was a little dark , but pretty good",1
5.0,cant wait to see the next one!,1
5.0,"liked scarlet witch, but glad she lost.",1
3.0,it was way out there on the reality scale,0
2.5,"jumped around too much,hard to follow",-1
4.5,misleading title but very good,1
2.0,"way too busy. way too many awful performances from supporting and minor cast. cumberbatch and olsen were fine. in fact, olsens performance was excellent. great cgi effects! absurd final conflictresolution between the two red witchesdirectors fault. spoiler alert!the kids were so terrible feigning terror in this scene that it was largely unwatchable. in this scene, raimi needed to deal with the kids poor acting, but he did not. it was awful! in fact, lots and lots and lots of terrible casting decisions of people who could not act. it was truly weird. he should have had them accidentally harmed by the red witch of our universe and knocked out and or threatened in such a way that the red witch of their universe, saves her kids from the red witch of our universeand this shocks our red witch into correct thinking. or they should have spontaneously and reactively worked together to resolve the damage done by the red witch from our universe which again forces her to stand down and take stock of her insanity and grow her character as raimi had intended, which would have given more depth to the red witches of both universes. if i had known what i know now about this movie before seeing it, i would not have seen it.",-1
5.0,"full of fantasy, and action. story line was well executed",1
5.0,a lot a good scenes. kept the interest of the kids,1
4.0,i can see why some said watch the what if and wandavision first as these will let you in on a bit more of the premise! especially if you dont see wandavision you may be lost! but this one is starting to bring back more of the moral human compass i have come to love about our hero stories!!! for what truly makes a hero is one who trusts in the right thing to do!,1
2.5,"the first dr. strange movie had better plot  this one felt very contrived with strange plot holes, hinging on wandas supposed inability to cope with her own personal losses. the new character america chavez has potential, and benedict wong is always entertaining. i would like to see dr. stranges character develop more depth  this movie was a good start, but didnt quite deliver. less special effects, and more opportunities for real acting, please!",-1
5.0,"it was a fun, trippy, action packed movie.",1
5.0,"action packed movie, new twist ....enjoyed it.",1
4.0,"overall decent and fun, but seemed to lack a little of being truly epic marvel movie...",1
5.0,enjoyable from beginning to the end!!,1
1.0,walked out after 45 min. cant believe i wasted 45 min of my life watching that dribble,-1
5.0,"fun movie, great theater for seeing a movie.",1
5.0,"forgot it was a horror film, but loved every aspect of it",1
4.0,"excellent, overthetop as expected vfx. the elfman soundtrack was superb! ludwig van, amadeus and even johann sebastion would have appreciated the orchestrations. the director and editor tread the thin line in presenting what general audiences want to see and what insiders could handle. im not sure of the exact target demographic but i am 70 and sat next to a tween. we both seemed to enjoy the same parts. she did have to explain a couple of multiverse  timespace line  quantum entanglement minutiae. she did a splendid job age 13. overall, a solid b for story, acting, costume and music.",1
5.0,fun marvel movie with plenty of marvel canon tieins.,1
4.5,"i liked the storyline, characters and effects.",1
4.0,"the plot was good, the guest appearances from unexpected characters in the marvel universe was nice. overall, i was extremely entertained",1
3.0,little hard to follow with all of the multi verse travel,0
5.0,"great action, storyline was great. graphics were outstanding.",1
5.0,really really liked the music notes battle.,1
5.0,great movie! really loved it the real d 3d was weak,1
4.0,it was fun. but not as much surprises that they hyped it up to be.,1
5.0,amazing movie. my family and i love marvel movies.,1
5.0,we want to see again!!!,1
5.0,it was a really good movie. true to marvel themed movie.,1
4.5,this movie had great ideas providing humor and awesome graphics.,1
4.5,another great doctor strange movie,1
5.0,best marvel movie yet its wandas movie,1
5.0,one of the best marvel movies!,1
5.0,loved the film. it was exactly what the mcu needed to show some more versatility in the story telling and more of the characters abilities,1
1.0,more horror story than marvel action movie. maybe this should have been released in october as it is very dark. i would not take young kids to see this movie,-1
0.5,horrible  no idea why anyone likes it.,-1
4.0,the horror aspects were fun.,1
3.0,"it was okay. they obviously tried to tie you into the aftermath of endgame, while also entertaining you the dr. strange way. solid effort, but not a good follow up to me.",0
4.0,"great effects,decent movie. storyline was a little weak",1
1.5,lazy writing. visual vomit fest.,-1
5.0,"it was a little hard to follow at first, but after a while i got into it.",1
2.0,"boring, long, not worth it.",-1
2.0,at most two stars. weak for marvel,-1
5.0,"it was different, but it had a lot of new characters and a lot of action to it. really good!!",1
4.0,little slow at times and a few parts were a bit cheesy and low budget.,1
4.0,pretty freaky film! definitely felt like a raimi film for sure and definitely the darkest inclusion in the mcu.,1
