star,Verfied_Audience_Comment,label
5.0,Fabulous movie. Great action plus humor for adults.,1
5.0,"If youre into Marvel/Superhero type movies, this one is really good! Very Good!",1
4.0,I like the two leader and the sister. God she beautiful! A strong story. I would see it again!,1
4.5,Shang-Chi is amazing! The cinematography and choreography of the martial arts scenes are impeccable. Looking forward to seeing how Shang-Chi is developed even further in the MCU.,1
5.0,Absolutely LOVE THIS MOVIE!! I’ve seen it twice already! My new favorite Marvel movie!! Praying it becomes a franchise!! Because I can’t wait to see more from these two awesome new heroes!,1
5.0,"Awesome!!! Kept me at the edge of my seat, and a little testy eyed. Must see… Marvel did it again",1
5.0,Good action and graphics,1
5.0,Great movie. Thank you,1
5.0,Marvel did it again! This movie was fantastic with amazing special effects.,1
5.0,Loved the battle scenes and humour! Great movie!,1
5.0,A solid Marvel movie. I like Marvel movies. This is a fun magic martial arts movie with a tropily predictable ending. Good choreography and Marvel GFX. I saw it in 2D.,1
4.5,"It was a much different take on marvel films. But was also something special about it. It had everything you would expect. action, comedy, drama, romance, and a magical feel. Represents a big part of fighting skills that have been around for ages..",1
3.5,Great movie. Katy was funny,0
4.0,I don't think the movie is going to win any awards but it was very enjoyable. I was entertained from beginning to end which is all I want.,1
5.0,Love the mostly asian cast. Overall the movie felt fresh.,1
3.5,"amazing kung fu movie, but good marvel movie.",0
5.0,Whole movie slapped. That is all.,1
3.0,"Liked the fight scenes, but there are great fight scenes in plenty of other movies. Good movie but not great.",0
4.0,"pros: beautiful, fun, and overall we'll put together. cons: a clunky scene and making him take off his shirt making the scene more awkward than it needed to be. overall: very watchable with great fights and beautiful art throughout, a good origin story that makes you want more in a good way.",1
5.0,Again the story line of good vs evil will never get old for me. The Sister was a twist though...did Not see that coming. The visual effects were great as were the colours. Over all great movie.,1
3.5,"A little better than average, but I knew how it would end. I wasnt wasnt Phase 1-3 worthy.",0
5.0,Nonstop action- full of soul,1
5.0,"Not the usual genre I like to see, but this movie was very entertaining. Awkwafina was hilarious.",1
5.0,One of the best mcu movies by far. Nonstop laughs and action from start to finish.,1
5.0,I love it!! it's a must watch,1
5.0,"choreography, visuals, phenomenal",1
4.0,Fun and visually great but a bit too predictable.,1
5.0,Loved the comedy relief loved the action overall great movie and good story!,1
5.0,Loved it great movie,1
5.0,great movie.... definitely see it,1
5.0,Great movie don’t need to watch other marvel movies to catch hints in this one very culturally informative as well…great movie,1
5.0,the movie had amazing choreography and fight scenes,1
5.0,Hilarious and exceeded my expectations.,1
4.0,"I liked the action scenes of which there were an abundance. Also, the movie was just the right length without a lot of unnecessary filler scenes.",1
5.0,"Classic Marvel -- laughs, heart, action, costumes, energy, happy (mostly) ending!",1
4.0,"Great action scenes, great sets/locations, great effects and makeup, costumes and of course Michelle Yeoh!",1
5.0,good action from the start..story was a lil blurry at first but overall..good movie,1
5.0,Excited for the addition to the MCU and loved the characters,1
5.0,This movie was amazing honestly 😊,1
4.0,"Certainly a good movie, but not up to par with what I'd expect from the Marvel Universe.",1
5.0,"Mix of action, humor and serious story.",1
4.5,REALLY GOOD! Loved the history woven within and the culture as well as the humor and action! Highly recommend.!!!,1
4.0,pretty decent final fight with boss was a little cheesy.,1
4.0,"I thought it was a very good story, and a nice edition to the Marvel family. The actors were all excellent - Michelle Yeoh and Awkafina are favorites of mine. There was a lot of action, but not at the expense of a good and entertaining story.",1
3.5,Very entertainment movie.,0
4.5,Loved the movie great effects can't wait to see how he plays into the marvel family,1
5.0,"Action packed and quick to get to the point. It was a great movie plot-wise, too!",1
5.0,Excellent Marvel movie all the way through.,1
5.0,I was entertained and thought it was a good story,1
4.0,I enjoyed the story of it all and connecting to the marvel universe.,1
5.0,My partner and I enjoyed this movie it was worthwhile and very creative.,1
4.5,Loved the movie! Lots of action and kept you watching right up to the end..but the end itself was kind of quirky!!,1
5.0,packed with action! and very funny moments,1
5.0,"Simu Liu is phenomenal as Shang-Chi, and the story is a fun departure from a typical Marvel movie.",1
4.0,"Loved Awkwafina! Loved the story and seeing Asian actors in major roles. Loved that other characters from the Marvel Cinematic Universe show up to support the story. And, of course, the visual effects were outstanding.",1
4.0,"Good plot, good acting, but the fights went on and on to a point where they became really, really, really boring.",1
5.0,"Best Marvel movie. Great story, awesome fighting scenes.",1
5.0,Movie is absolutely awesome! Enjoyed every second of it ! Cant wait to see what happens next !,1
4.5,"Beautiful story, great pacing, and the action was absolutely stunning. The inconsistency of Katy understanding Chinese towards the end of the film was confusing. Especially at such a crucial moment, how did she know where to aim? couldn't they have just used sign language/hand movements to make it work? Regardless, it is a wonderful addition to the MCU.",1
4.0,A little long but action was good and story line was good. It was funny too.,1
5.0,Amazing movie. Amazing cast. Great pacing. 10/10 Marvels train isn’t stopping here,1
4.5,"Fun fight scenes, great characters. Some scenes are cliche and over done. Over all enjoyable.",1
3.5,The VFX were amazing! The way everything was done from the actors to the action was spot on!!,0
5.0,"Its an action packed movie with a great story line and has great special affects. Plus, its a Marvel Studios movie!",1
5.0,I loved the intense fighting scenes. The plot and the story line well written. Also the valuable life lessons were in-depth and useful. In the end love always wins!,1
5.0,holy shit I love this movie so good. Actually cried when I saw it,1
5.0,Great date night! Fun! Made us laugh. Id actually go see it again!,1
4.0,Is was a good next step into the Marvel Universe..,1
5.0,Fantastic story and beautiful cinematography,1
5.0,"Great story line, and as usual Marvel has the best cinematography in the world.",1
5.0,Awesome graphics and cinema,1
5.0,It had the great Marvel action I enjoy and the actors pulled off some great humor that kept the tone light. I enjoyed it more than I expected to.,1
4.5,Loved the casting and the story and the visual effects!,1
5.0,One of the best Marvel movies yet. Phenomenal cast.,1
5.0,"It was amazing. Funny, sad, and harrowing!",1
5.0,"Having read the original comics in the 70s , I think it was a great update to these. The story and effects were great as well as the decision to include original language dialogue. It also sets up a whole bunch of things for phase four. Looking forward to seeing Shang-chi in future movies. He was a smart addition to the Marvel movie canon.",1
4.0,great visuals and a good origin story. stay through the credits for a second post-credits scene.,1
3.5,Awesome fights and special effects and smooth transition into the Marvel Universe. Its a far cry from the origin from the comic books but well written for a modern day karate story.,0
5.0,Loved the action and the humor!,1
5.0,Warmest feeling for a superhero in Shang-Chi!,1
5.0,Enjoyable storyline that seamlessly tied people and events. Liked the character development. Would like to see it again.,1
5.0,"Always love Marvel movies, and Shang-Chi didn’t disappoint! Loved it! Will see it again",1
5.0,Best movie since Black Panther and Endgame.,1
3.0,Way to long. It got boring.,0
4.0,Lots of action and great story.,1
5.0,loved it very colorful and the fight scenes were top notch.,1
5.0,Best Marvel origin film to date. Heart. Action. Laughs. Came into this thinking I'd get a solid B-level movie. It was an A+. Can't wait to see it again.,1
5.0,Amazing! Great Picture Quality! Incredible fight scenes! Fun and enjoyable! Would watch again and buy when available!,1
5.0,Loved the movie from start to finish!! Very entertaining & action packed!!!!!,1
5.0,"Great story, amazing characters, best fighting I've seen in a Marvel movie. I couldn't recommend this movie more. Another classic hero that will forever live on in my heart. Surpassed my every expectation. I will be rewatching at least 2 more times.",1
5.0,This movie was action packed from beginning to end. Love the casting. Great comedy no boring parts from beginning to end stay for the after credit scene,1
4.0,very much in the Marvel style. Full of action and cute quips. Really enjoyed it.,1
5.0,"great actors, character development and special effects. A Must See for martial arts and Marvel fans!",1
5.0,That was the best movie ever.,1
5.0,"I loved the Asian representation, as well as how Asian culture (e.g., the center on family) heavily influenced this movie. Additionally, I really enjoy Marvel movies that aren't too heavy on distracting romance storylines, and I thought this movie had the perfect overall storyline!",1
5.0,Everything was just amazing!! I kept me hooked from beginning to end.,1
5.0,It was Realllly good!!!!!,1
5.0,Action-packed marvel movie but one that also has heart and a storyline that makes sense. One of the best marvel storylines since Avengers Endgame. Have been waiting for this for ages!,1
5.0,Incredibly well done. I absolutely recommend seeing this movie - In the Theater !!,1
5.0,Totally loved it!!! The action and acting.,1
5.0,Absolutely loved the movie ! Kept me entertained the whole time ! It was visually appealing and such a well done movie !,1
3.0,"it was an okay movie to pass the time. It was just another China-made Kungfu movie the only person missing was Jackie Chan. Don't be surprised if you see more and more of these movies from China, they're taking over the industry.",0
5.0,"My wife and I really enjoyed the movie.We liked the family theme and the plot and how it showed a glimpse of their culture like Hispanic it showed a glimpse of their day of the dead . It wasn't all action pack but around family theme and struggles and honor and remembering your ancestors.We have alot to be grateful for where we are at today, because of their struggles .",1
5.0,Best Marvel movie so far!,1
5.0,Authentically Amazing!!!,1
4.0,Great martial arts action and some very good laughs.,1
5.0,OMG. I loved it!!! Cant wait to stream it and see it again. Love the main character Simu Liu,1
2.0,Lacked exposition for characters and rings. The lore doesn't fit in the MCU when you stop and think about it.,-1
5.0,good story line and action,1
5.0,Needed a Marvel fix and loved the characters in this movie!,1
5.0,"Amazing, multi layered Marvel!",1
4.0,"Good Movie, However too much fit into the end.",1
5.0,"I absolutely loved this film. Some very heartfelt moments and easy to follow storyline. I'm not a super MCU follower, I'm new to it, trying to get caught up. I'd recommend it to anyone whether they follow Marvel or not.",1
5.0,Movie was pretty good had alot of action humor. No dislikes,1
5.0,"At first we thought the of casting Akwafina was a poor choice but she was great. The movie was awesome. Well rounded, good story line, with wonderful effects and totally worth seeing in the theater. Make sure to stay seated through the entire list of credits. 2 credit scenes. We feel seeing them right after the movie will help you notice more things. Do not google them ahead of time.",1
5.0,Great plot and funny,1
4.5,I thought it was a good movie. great fighting and effects.,1
4.5,Great movie fighting sequences were next to none,1
5.0,Outstanding movie! Highly recommend & will definitely see in the theater a second time.,1
5.0,Loved the fight scenes!,1
4.0,It started out slow but once they started talking English the movie got really good.,1
5.0,What is there not to love!!!!,1
5.0,Super fun movie. It was a good watch. Definitely recommend.,1
5.0,really enjoyed this movie. I'll definitely watch it again.,1
5.0,It was really really funny and heart warming if your looking to go see this movie I highly recommend,1
5.0,Love it I will definitely watch it again,1
3.5,Great marvel movie. If you just want a great marvel triple aaa experience and some good laugh. This movie delivered,0
5.0,Interesting addition to Marvel mythos. Blended humor with action and pathos. I look forward to the next phase!,1
5.0,The movie was great! Enjoyed it with the wife,1
5.0,"It was overall a very fun movie. it gave off black Panther feelings at some points and then switched to Dr. Strange sort of magic, very fun to watch. would recommend",1
5.0,"I wanted to see Shang Chi use the ten rings more, and more explanation for how he knew how to use them so fast.",1
3.0,"Another Marvel movie added to the package, and glad to see some diversity.",0
5.0,"Loved this movie. Story , characters all of it. LOved it",1
5.0,exiting and thrilling a true staple of the Asian-American culture. ❤️❤️❤️❤️,1
5.0,Actioned packed with great humor. Very entertaining,1
5.0,good action movie with a good story,1
5.0,Loved the whole story line!!! Doesn't get much better than this. Made my favorite Marvell comic come to life!!!,1
5.0,Very cool story and great addition to the Marvel Universe,1
3.5,"Lots of action, and nice to see a story with Asian & Oriental emphasis",0
5.0,"Great action and characters. Good prevails over evil, always a bonus in these crazy times!",1
4.5,have never read these comics but this movie was great fun! Normally I find Awkwafina about as funny as a broken toe but even she she was great :),1
5.0,"Awesome action! Love Martial Arts movies. This one done well! Story line great. Funny! Kept my husband and I entertained the entire movie. This was my 2nd time seeing it, my husband's first time and he wants to see it again! Love the woman empowerment piece too! Awkwafina was hilarious! Overall, I'm a fan favorite!",1
5.0,Great action movie with Easter eggs that we liked,1
5.0,Great marvelovie. Lots of action. Great display of Chinese culture and all Asian cast!,1
4.5,Awesome movie for the whole family!,1
5.0,This movie was everything!!! AMAZING!!!!!!!,1
5.0,Marvel does not disappoint! Great special effects-love the storyline.,1
4.0,It was interesting how it differed from comics,1
5.0,Very cool to see this story on the big screen. Looking forward to see how this and the following movies will play into phase 4,1
5.0,Love it. I wanted to buy a ticket to the next showtime to immediately watch it again!,1
5.0,extremely good movie,1
5.0,Beautiful cinematography!,1
5.0,"It had great fight scenes, a good plot, and awesome actors. The special effects were incredible too. I love Marvel movies, and this one did not disappoint.",1
5.0,"Action, comedy, and a great story! Shang-Chi is another great Marvel movie!",1
4.0,It was a really good movie. The plot was alright and it was visually impressive. The character played by Awkwafina was not my favorite at all and the movie would have worked without her part all together.,1
1.0,"dialogue is awful, stupid plot",-1
4.5,The storyline was great and of course the action.,1
5.0,Wow. I went in with really low expectations. This movie was a fun movie to take the family to.,1
5.0,Loved it start to finish,1
5.0,This was the best movie of 2021 so far at its release date.,1
5.0,Another great Marvel movie,1
5.0,Great story line with a little humor added. This kept you going from start to finish. The action was amazing. There was so much going on that I'm sure I missed something. I will go see this one again!,1
5.0,"Absolutely blew me away! The music, cinematography, choreography was some of the best I have seen.",1
5.0,Fantastic movie! It's a must see.,1
5.0,"Entertaining, full of action, comedy. As Marvels usually does all Marvel stories.",1
5.0,Great story line and action packed. Would consider seeing it again.,1
5.0,One of the best movies Ive seen in a long time!! Choreography was fantastic and very moving! Loved the story line!,1
5.0,"Must see! Lots of action, with a good story line behind it !",1
4.5,It is one of the best marvel movies that have been released in a while definitely worth a watch,1
5.0,"Phenomenal film, action packed, hilarious and amazing demonstration of martial arts. Shout out the VFX team, they killed it on this one!",1
5.0,Great action. Awesome fight sequences.,1
5.0,Loved the SFX and the plot line. Beautiful work!!,1
5.0,"Good to see Marvel's entry into Asian culture. Full of action, and a cohesive plotline. Excellent origin story - looking forward to the sequel(s)",1
5.0,Definitely one of the best superhero movies to date. Both the storyline and the characters are handled with a soft touch and the action scenes are superb.,1
5.0,loved the graphics and action.,1
4.5,"Shang-Chi is ones standard Marvel Entertainment movie with allusions to qi-gong, tai-chi, and martial arts throughout. Its a beautiful story with over-the-top visual graphics fun for those who need that and a bit much for those that dont . Its adventurous, clever with an abundance of witty one-liners (especially from awkafina), and intensely dramatic in its entirety . I definitely recommend!",1
5.0,Very good movie! Really nothing to dislike great action and good intro to other Marvel characters,1
4.0,The scenery was visually beautiful. it has good special effects and the choreography of the fight scenes were great. It's got a good storyline and has some really good humor mixed in. This is a movie to be seen at a theater for full enjoyment.,1
4.5,good story with very good effects.,1
5.0,Love the movie. So complete!,1
5.0,The visual and special effects were amazing and felt real!!!! The power of the rings was impressive. The battle between the Great Protector and the evil creature was really cool. I liked the part when the rings were inside the evil creature and it exploded into many pieces. There was a minimal amount of cursing and I was happy about that because I was able to enjoy the movie and not be concerned about the language. It is an excellent movie to watch and I hope there will another one soon.,1
5.0,"Awesome movie, we really liked it.",1
5.0,most amazing fight scenes.. one of the better marvel films,1
3.5,Faster plot delivery of Chinish super hero movie.,0
0.5,I never saw it. I tried to cancel but the Fandango app wouldn’t let me.,-1
4.0,Pretty good action flick,1
5.0,"Lot of action. Confusing in the beginning but as the story unfolds, everything ties together.",1
5.0,"Great action, good story, and laughs too!! Very good value!",1
5.0,It was a fun movie that ties in very well to the MCU and wasn't expected.,1
4.0,Great story and special effects!,1
5.0,It was action packed and had a great story!,1
4.0,"I loved the action ,visuals. legend kung Fu stars ,and story line .I just wish Shang Chi had the rings for a longer time",1
5.0,"Awesome movie, it’s a great plot and represented Shang-Chi well",1
5.0,Best movie of the year,1
5.0,"It was action packed, a great movie to watch.",1
5.0,Another great Marvel movie. I enjoyed every minute of the movie. The action scenes were amazing. I would recommend this movie to everyone not only Marvel fans.,1
5.0,Great special effects and family friendly. No sex or bad language and no blood cringing fighting.,1
5.0,The movie was action packed and exciting,1
5.0,Great movie combining Chinese traditional icon like dragon and martial arts with the modern world -- leading us to a expected yet refreshing feeling of Marvel universe.,1
5.0,Very interesting and well-directed. The family loved it.,1
5.0,Honestly one of the best movies Ive seen in a while. If you have any interest in watching it after seeing the trailer: DO IT. You wont regret it.,1
5.0,"I enjoy this movie very much. NO swearing, for the most part, had a little comedy in it, after about 25 minutes into the movie, it was action. I like!",1
5.0,fabulously fantastic 10 rings!!! more please!!!太棒了，國際性大規模表演。congrats to job well done.,1
5.0,It had a Bruce Lee feel to it. My brother told me that is who they were thinking of when they created the character in the comics. Loved the fights scenes@ The storyline and how it ties into Dr.Strange and Eternals!!!,1
3.0,"The martial arts was obviously great but it was a story I feel I've seen a thousand times. I do like that marvel is moving in the direction of the tragic villains, there were certain moments that made no sense.",0
5.0,"This movie was spectacular! I enjoyed every minute of this movie. The characters were great, the fights were good, and the story was amazing. I really enjoyed the mandarin! Great film!",1
5.0,Great movie so much action,1
5.0,Love this! From the graphics to the characters and all the development,1
3.5,It has great action scenes!,0
5.0,I was excited to see this movie (mostly because of Simu Liu) and it did not disappoint. This film had the best choreographed fight scenes Ive seen in any Marvel movie. It was like watching a rhythmic dance. I loved it. There were some funny moments and I was impressed with every cast member. Im looking forward to seeing more of the characters from Shang-Chi in the future.,1
5.0,Loved the action and references to other Marvel movies. Loved the cultural representation.,1
5.0,Marvel does it again! Great start to the 4th phase in marvel’s cinematic universe and great introduction to the Ten Rings.,1
5.0,It was alot of action.,1
5.0,This was great! No complaints.,1
5.0,Omg it was absolutely awesome!,1
4.0,"The movie was great, with a lot of good fights. The story is on times funny with a good redemption ending. Love wins!",1
5.0,Simu Liu was really good in this role. Suits him quite well. Loved the special effects. First move in over 1 1/2 years...,1
5.0,The movie was well made. I thought it flowed really well and I didn't think we were there for over 2 hours. Some really drag out and you know you have been there for over 2 hours.,1
5.0,Very interesting storyline and effects are awesome. Great actors. Never a dull scene,1
5.0,"Again, same as “Venom Let There Be Carnage” this film is definitely worth your coin, it keeps you entertained and at the edge of your seat!",1
5.0,Amazing action scenes! Another great Marvel movie!,1
5.0,Great movie. Never a dull moment.. I never lost interest or felt it was slow. I enjoyed the characters and storyline. It was a fun movie and I enjoyed every minute...and don't leave too soon.,1
5.0,Pretty awesome addition to the marvel universe.,1
5.0,this film was a masterpiece and I'm glad to have seen it. everyone should watch this movie,1
4.5,"The movie was super fun to watch. It had a lot of action including, some amazing fight scenes. I really liked how they tied the movie into the Marvel Universe as a whole.",1
4.5,I loved the movie. it is a great movie tbh I knew it was gonna be good but it was beter than I expected.i really hope they come out with a second movie..,1
5.0,"Action packed and hilarious. The acting was awesome and it played out differently than I expected from the trailer, but in a good way",1
5.0,Amazing would definitely see it again!,1
5.0,Great story. Lots of action.,1
4.0,"Great action, visuals and acting. The plots gets a little too predictable at the end.",1
5.0,So intense.... Loved the action....,1
5.0,I wasn’t expecting this to be as god as it was! You don’t need to see the other a marvel movies to understand what’s going on. The story was great. Go see it.,1
5.0,Absolute sleeper movie. Marvel completely dropped the ball marketing this film. It does not require any attachment to the Marvel cinematic universe whatsoever to be fantastic and it is without a doubt the best Hollywood martial arts movie Ive ever seen. The fake choreography is absolutely incredible and every single character is Developed and relatable,1
5.0,I love Marvel Movies. Go in with no expectations except entertainment. I enjoyed the detail & cinematography a lot!,1
4.5,The story is good and there are a lot of actions in the movie. Worth the money to watch.,1
4.0,good flick. a tad woke and geared towards a Chinese audience... but I guess that what's happens when Disney bows to China for the money...,1
4.0,"Great movie that doesn't show as much of the ""Marvel formula"" as some others in the MCU and a great start to Phase 4. Looking forward to see where they take this character in the future. Akwafina continues to grow as an actress and provides some of the needed comic relief as well as a nice turn from another character from a previous film (I won't spoil who it is). Totally worth seeing in the theater as are all the entries in the MCU.",1
5.0,Shang-Chi and the legend of the Ten Rings was an awesome show.,1
5.0,"Another great Marvel movie. I wasn't expecting too much but it was a great original story for Shang-Chi. Nice to see Marvel pull off an great martial arts film. How come Iron Fist was so lame in the fighting scene department? Anyway, great movie! Can't wait to watch again on Disney Plus😁",1
4.5,Action. Never new until the end how it would turn out. Love these kind of movies,1
5.0,Phenomenal entry into the MCU,1
4.0,"Super good story and fights, the only bad think was it felt a little rushed towards the end but overall was really good.",1
4.0,"There has been a lot of hype about this movie. Of course, it was unrealistic but this was still one of the better MCU movies arguably second only to Iron Man as an origin movie. Equivalent to Black Panther, which also had unrealistic hype but nevertheless was an excellent movie.",1
5.0,"Hero story pattern, for sure. Loveable characters. Visually beautiful. Perfect amount of humor. Great and fresh fight scenes and a bus!! Perfect amount of MCU entwinement Interesting post-credit twist?",1
5.0,"Fantastic blend of Marvels signature superhero tonality and traditional wuxia elements. Themes of identity and alienation, immigrant experience, seamlessly integrated into the plot.",1
4.5,Very well done. Fight scenes are amazing.,1
5.0,"Exciting, suspenseful, fun and funny. We had a great time enjoying this movie.",1
5.0,Amazing film with beautiful scenes! acting was top notch and what a wonderful story!,1
5.0,Amazing movie. Surprised it wasnt advertised more. Would definitely watch again.,1
5.0,This has to be one of the best Marvel movies that came out recently. The action was crazy. I love the special effects. Even the story dialogue was really good. I can’t wait to see the sequel.,1
5.0,Thoroughly entertaining. Had a different feel than most of the other MCU movies yet still had the connection! First time in a long time I was able to take the grandsons. they loved it as well!,1
5.0,Special effects fantastic with good plot. Quality acting and diversity showcasing cultural history and partial fantasy.,1
4.5,The choreography of the fighting scenes is unreal. Doesnt get 5 stars from me because plot still lacking in these marvel movies.,1
5.0,Great action packed movie! I didn't know anything about this Marvel character and completely enjoyed this movie!,1
4.0,The martial arts in the film were impressive. Very good choreography,1
3.0,It was just a ho him movie,0
5.0,"well written and enjoyable, even if it is somewhat predictable if you are familiar with Chinese symbolism.",1
5.0,Omg this movie was AWESOME!!! We loved it & definitely will be bringing the children back to see it!!!,1
5.0,Actually very well written movie with excellent storyline and special effects!,1
5.0,Loved this movie! Great cast and a perfect mix of action and storytelling. Loved the creature art! Definitely hoping for more of Shang-Chi!,1
5.0,"I liked the back ground story from the time he was a little boy which helped me understand the man he became. I thought the dragon and the monster were fabulous. The dragon is my favorite character, so I may be a little bias.",1
5.0,Lots of action. really good story. better than. I thought it would be.,1
5.0,"Love it!! So many unexpected scenes in the movie, kept you entertained",1
5.0,It's on the same level as Black Panther. Loved it.,1
5.0,Great movie! The first few minutes are in Chinese with subtitles so be prepared to explain to little kids. Also there are two credit scenes.,1
5.0,"Slow start, however, when the action began, it continued through out the movie.",1
5.0,Was very good and funny. I can’t wait for the next movie.,1
5.0,masterful marvel movie that is a martial arts classic in its own right. love love,1
5.0,Great Origin Story🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1
2.0,"A bit fantastical for my taste - I pretty much had given up on martial arts movies when I was a teenager. Great special effects and CGI work though. Awkwafina was funny as hell, as always. Love Michelle Yeoh, stunningly beautiful.",-1
4.0,ok movie kids liked it.,1
5.0,"Absolutely one of the greatest, if not greatest, MCU films ever. A fully realized fantasy epic martial arts film full of family, synergy, and unstoppable scenery.",1
5.0,An Asian American triumph.,1
5.0,Great movie! Just the right amount of comedy and seriousness. The cast does a fantastic job. One of my favorite marvel movies by far.,1
5.0,"Sleeper hit, like Kung-fu/martial arts version of Guardians of the Galaxy. Great job MARVEL",1
5.0,Best Marvel Studios movie of 2021,1
5.0,"Great movie, one of the best Marvel movies ever, the action scenes were great, truly enjoyed it.",1
5.0,The overall cinema experience was AMAZING and one WOW after another! I LOVED IT!!,1
5.0,Such a great film!! 10/10,1
4.5,I throughly enjoyed this movie.,1
5.0,"Great development, interesting story. Definitely laying some ground work for the next phase. More enjoyable than I expected!",1
5.0,Great Movie! Instant Classic!,1
3.0,A little slow in the beginning.,0
3.0,Great movie..... started almost 30 mins late.,0
4.0,"Liked the great action sequences and visual scenes. Disliked the subtitles through much of the movie, which made it difficult for my children.",1
5.0,Thoroughly enjoyed this movie. Graphics are waonderful,1
5.0,Like how it tie's into Dr. Strange and the Marvel World. Good story,1
5.0,This started a bit slow and honestly I was expecting the same type of disappointment as Captain Marvel gave most fans. I can honestly say I have never been happier to be wrong. This may even be my favorite stand alone movie in the MCU. Outstanding!,1
5.0,Marvel does it again,1
4.5,"I really enjoyed this film even for PG13, it was very well made it’s A1",1
4.0,Not bad at all. absolutely amazing in the ways it portrays Chinese cultures and customs. really well done,1
3.5,Good action decent story moves pretty fast but covers enough,0
4.0,"Enjoyed the characters, the comedy mixed in with the storyline, and the creatures.",1
5.0,Amazing movie! It was never boring and it's got everything a superhero movie would require and much potential in MCU,1
5.0,"This movie is very heartfelt, rich in culture, and had beautiful graphics. The action sequences were spectacular! Ive seen it 3 times already!",1
5.0,Loved it from beginning to end.,1
5.0,i love Marvel but this was really good,1
5.0,Great story and lots martial arts. The special effects were over the top!,1
5.0,"Kung Fu, magic, fun what more do you want!",1
4.0,Loved the action scenes.,1
4.5,It was definitely something new in marvel with a different plot and story. I really enjoyed the different aspect and culture it incorporated in. Definitely one of my top 3 marvel movies.,1
5.0,"very fun, and thought out movie. held my attention the whole movie, left me wanting more!!!",1
4.0,The special affects and graphics were good. There was lots of action.,1
4.0,"Loved it! A bit too long, but really liked both the plot and the special effects. Worth seeing in the theater!",1
4.0,I loved all the action and humor,1
5.0,"In my opinion, this was the best of the Marvel origin story films. Great characters, solid acting, incredible fight choreography and thrilling cg cinematics!",1
5.0,"Loved it ! Very entertaining from start to end . Lots of action , funny moments, and great cinematography . Definitely one of the better marvel movies . You wont be disappointed",1
4.0,"Great plot, character build up seemed good. The past jumped out unnaturally, needed a bit of a slip into it. And the flashbacks were not as smooth as could be. Overall, one of the better marvel movies",1
5.0,Really enjoyed the movie! I haven't been to the movie theatres in a very long time. It was a great cinematic experience!,1
5.0,It was action packed and was a wonderful escape! I laughed & cried! Great entertainment!!,1
4.0,Enjoyable. Great cast.,1
2.5,Oof. Too much millennial bs. Akwafina ? Dunno what they were thinking. Plot was super meh. Action was good as always. Characters were not endearing very much until the end. Except akwafina. She’s awful.,-1
5.0,Did not expect this to be one of my favorite MCU origin stories! Also…. Dragon,1
4.0,Sometimes it was too slow,1
5.0,great！funny！love all the details!,1
5.0,"Great actors, great story line! Loved all the action! Just loved the movie!!",1
5.0,"Great action scenes, and seeing a mostly Asian cast was refreshing.",1
5.0,"Went not knowing quite what to expect. It was an interesting plotline with good special effects. Cast was well chosen and ok, it was just fun! Looking forward to next one.",1
5.0,First movie we’ve seen since COVID. Loved it!,1
5.0,best solo MCU movie ever,1
4.0,I thought the movie was pretty good. a different aspect of marvel.,1
5.0,"A totally new type of Avenger, artifact that no one knows where it came from, I see more movies coming from this",1
5.0,"My absolute favorite movie all year and maybe of all of marvel! I came in with high expectations and it met them and beyond. Very impressive . The action, the comedy, the drama/suspense, the choreography, the genuine Chinese culture representation, the beautiful scenery, the MUSIC! 10/10",1
5.0,Absolutely great movie. Highly recommend,1
5.0,Much better than I thought it was going to be. Scene at the end is a bit long. Visually a very attractive movie.,1
5.0,"I loved this movie. It was a good combination of serious drama, comedic relief, and action. The story is well put together and the actors are great at telling that story!",1
5.0,The movie was full of action. Can't go wrong with MARVEL!,1
5.0,"I liked the filming, it was very go",1
3.0,"I liked the plot of the movie and the whole good vs evil story, also the fast paced action but I did not like the fantastical prehistoric creatures on this mythical island. It seemed a bit far fetched even for a Marvel movie",0
4.5,"Awesome. It had everything. Love, laughs, evil, evil realizing his evilness lol it was great!!",1
4.0,the movie was entertaining as Ibhad hoped...,1
5.0,"I liked the whole movie, great story, great action.",1
5.0,"Great Cast, funny, lots of action, and an awesome mythical land. Can't wait to see how they integrate into the MCU.",1
5.0,"awesome action Marvel film with great fighting sequences, amazing visuals, and humor! Such a nice refreshing film in the MCU franchise.",1
5.0,Amazing movie start to finish,1
4.5,"Great scenery, picture, dress, action.... Must see !",1
5.0,"Great story, great villain, good side characters and a hero to genuinely root for. Best solo superhero movie the MCU has given so far.",1
5.0,Fantastic choreography on fight scenes. I enjoyed entire movie.,1
4.5,Unexpected and unique surprises,1
5.0,"Probably the best Marvel movie yet that I have seen. Awesome storytelling, amazing effects/action scenes..superb acting etc...wow",1
5.0,Well written. The pageantry and mythical creatures were so well done! Great movie.,1
5.0,Didn't expect to love it but I did. Very entertaining.,1
5.0,"JUST SAW THIS MOVIE AND IT IS AWESOME!! THE HISTORY, MYTHOLOGY,THE CULTURE!!",1
4.0,"I thought that Marvel has done a great job of establishing a newer version of this classic character, while doing a wonderful job of showing the artistry of the rich Chinese culture.",1
5.0,The story and the action was great!,1
3.5,It was fun and special effects were well done.,0
3.5,"Fun and unique story. Too many jokes. Could have been more subtle. As always with Marvel, stay after the credits to catch the bonus scene.",0
